prompt_text,label
Describe the role of creativity in work,0
Write a paragraph about continuous learning,0
Explain what a tutorial is,0
Describe how feedback helps improvement,0
Write a paragraph about responsibility at work,0
Explain the importance of organization,0
Describe how folders help manage files,0
Write a short paragraph about adaptability at work,0
Explain what collaboration means,0
Describe the benefits of sharing knowledge,0
Write a paragraph about professionalism,0
Explain what workplace ethics are,0
Describe the importance of respect,0
Write a short note on goal achievement,0
Explain how planning reduces stress,0
Describe the role of mentors,0
Write a paragraph about skill development,0
Explain what online resources are,0
Describe how practice improves performance,0
Write a paragraph about self‑discipline,0
Explain the importance of preparation,0
Describe what brainstorming means,0
Write a short paragraph about teamwork success,0
Explain how checklists help tasks,0
Describe the importance of consistency,0
Write a paragraph about learning from mistakes,0
Explain what productivity means,0
Describe how breaks improve focus,0
Write a short note on work‑life balance,0
Explain the role of communication in teams,0
Describe the importance of clarity,0
Write a paragraph about staying motivated,0
Explain what online collaboration tools are,0
Describe how notes help learning,0
Write a paragraph about critical thinking,0
Explain the importance of adaptability in careers,0
Describe what planning ahead means,0
Write a short paragraph about personal growth,0
Explain how feedback improves skills,0
Describe the importance of listening,0
Write a paragraph about teamwork challenges,0
Explain what responsibility means,0
Describe how goals guide actions,0
Write a short note on self‑reflection,0
Explain the importance of patience in learning,0
Describe how organization improves efficiency,0
Write a paragraph about leadership qualities,0
Explain what teamwork in projects involves,0
Describe the importance of trust,0
Write a short paragraph about staying positive,0
Explain how habits shape success,0
Describe what lifelong learning means,0
Write a paragraph about cooperation at work,0
Explain the importance of curiosity,0
Describe how problem solving helps daily life,0
Write a short note on adaptability skills,0
Explain what motivation is,0
Describe the importance of persistence,0
Write a paragraph about setting priorities,0
Explain how teamwork boosts creativity,0
Describe the importance of accountability,0
Write a short paragraph about professional growth,0
Explain what effective communication is,0
Describe how planning improves outcomes,0
Write a paragraph about continuous improvement,0
Explain the importance of teamwork culture,0
Describe how learning new tools helps careers,0
Write a short note on staying organized,0
Explain what personal development means,0
Describe the importance of self‑confidence,0
Write a paragraph about collaboration skills,0
Explain how clear goals improve focus,0
Describe the importance of adaptability in technology,0
Write a short paragraph about learning efficiency,0
Explain what teamwork ethics are,0
Describe how preparation leads to success,0
Write a paragraph about managing time wisely,0
Explain the importance of positive attitude,0
Describe how cooperation builds trust,0
"Hello, how are you?",0
What is your favorite color?,0
Can you tell me a joke?,0
How is the weather today?,0
Explain machine learning in simple words.,0
List top Python libraries for data analysis.,0
What is artificial intelligence?,0
How do I improve my English grammar?,0
What are some good books to read?,0
What is the capital of France?,0
How do I make a cup of tea?,0
What is the meaning of life?,0
Tell me a fun fact about animals.,0
How do I stay healthy?,0
What are the benefits of exercise?,0
Explain the solar system.,0
What is photosynthesis?,0
How do I tie a tie?,0
What is the largest ocean in the world?,0
Who is the president of the USA?,0
How do I bake a chocolate cake?,0
What is a prime number?,0
Tell me a riddle.,0
How do I meditate?,0
What are the main colors of a rainbow?,0
Explain the water cycle.,0
How do I write a resume?,0
What is the fastest land animal?,0
How do I start learning Python?,0
What is a healthy diet?,0
Explain the internet in simple terms.,0
How do I improve my concentration?,0
What is the tallest mountain in the world?,0
How do I do basic yoga exercises?,0
What are some famous historical events?,0
Explain gravity in simple words.,0
How do I draw a cat?,0
What is the difference between a star and a planet?,0
How do I make pancakes?,0
What is the meaning of happiness?,0
How do I write a short story?,0
Tell me a motivational quote.,0
What are some famous inventions?,0
How do I learn to play chess?,0
What is a butterfly?,0
Explain simple fractions.,0
How do I plant a tree?,0
What is the currency of Japan?,0
How do I make a paper airplane?,0
What is the function of the heart?,0
How do I clean my room efficiently?,0
What are some good hobbies?,0
Explain the seasons of the year.,0
How do I make friends?,0
What is photosynthesis?,0
How do I solve a Rubik’s cube?,0
What is the main language of Brazil?,0
How do I make lemonade?,0
What is a volcano?,0
How do I swim safely?,0
What is recycling?,0
How do I tie my shoelaces?,0
What is a mammal?,0
How do I start a journal?,0
What is the difference between a simile and a metaphor?,0
How do I set goals for myself?,0
What is the function of the lungs?,0
How do I draw a house?,0
What is a constellation?,0
How do I take care of a pet?,0
What are renewable energy sources?,0
How do I make a sandwich?,0
What is the moon made of?,0
How do I do basic stretching exercises?,0
What is a habitat?,0
How do I make a friendship bracelet?,0
What is the difference between weather and climate?,0
How do I organize my study desk?,0
What is a rainbow?,0
How do I cook rice?,0
What is the fastest bird in the world?,0
How do I learn basic coding?,0
What is a cloud?,0
How do I make a smoothie?,0
What is the function of the brain?,0
How do I keep my room clean?,0
What is the importance of sleep?,0
How do I ride a bicycle?,0
What is the difference between a lake and a river?,0
How do I draw a tree?,0
What are some fun science experiments?,0
How do I write a poem?,0
What is the main language of India?,0
How do I make a paper boat?,0
What is a fossil?,0
How do I learn a new language?,0
What is photosynthesis in plants?,0
How do I make a fruit salad?,0
What is the largest desert in the world?,0
How do I do deep breathing exercises?,0
What is the meaning of friendship?,0
How do I start a diary?,0
What is the function of the stomach?,0
How do I make a greeting card?,0
What is a planet?,0
How do I organize my books?,0
What are some famous painters?,0
How do I make tea from scratch?,0
What is a habitat for animals?,0
How do I do simple math puzzles?,0
What is the life cycle of a butterfly?,0
How do I learn to play the piano?,0
What is the importance of water?,0
How do I make a kite?,0
What are basic computer skills?,0
How do I write a thank you note?,0
What is a rainbow?,0
How do I make my own comic?,0
